symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
YMH6,0,0,1.0,343483141597,343483141634,1,48970,48958,$(60.00),12/26/2025 11:31:33,12/26/2025 13:30:04,1h 58min 30sec
YMH6,0,0,1.0,343483141597,343483141643,1,48970,48958,$(60.00),12/26/2025 11:31:33,12/26/2025 13:30:11,1h 58min 37sec
MNQH6,-2,0,0.25,343483141667,343483141687,1,25871.50,25872.50,$2.00,12/26/2025 13:46:51,12/26/2025 14:12:26,25min 34sec
MNQH6,-2,0,0.25,343483141651,343483141687,2,25871.50,25872.50,$4.00,12/26/2025 13:46:51,12/26/2025 14:12:26,25min 34sec
ESH6,-2,0,0.25,343483141758,343483141783,1,6978.50,6978.00,$(25.00),12/26/2025 14:15:01,12/26/2025 14:15:42,41sec
MNQH6,-2,0,0.25,343483141698,343483141822,2,25873.25,25914.50,$165.00,12/26/2025 14:12:35,12/26/2025 15:38:36,1h 26min 
MNQH6,-2,0,0.25,343483141883,343483141899,1,25895.25,25875.50,$(39.50),12/26/2025 16:30:00,12/26/2025 16:30:01,
MNQH6,-2,0,0.25,343483141698,343483141899,1,25873.25,25875.50,$4.50,12/26/2025 14:12:35,12/26/2025 16:30:01,2h 17min 25sec
ESH6,-2,0,0.25,343483141796,343483141931,1,6978.00,6987.50,$475.00,12/26/2025 14:16:00,12/26/2025 16:34:21,2h 18min 20sec
MNQH6,-2,0,0.25,343483141916,343483141947,2,25880.50,25865.25,$(61.00),12/26/2025 16:32:35,12/26/2025 17:01:10,28min 35sec
MNQH6,-2,0,0.25,343483141883,343483141947,1,25895.25,25865.25,$(60.00),12/26/2025 16:30:00,12/26/2025 17:01:10,31min 9sec
